sample,narmaInput,narmaTarget,receivedPhase,delayedBpskTarget,receivedReal,receivedImag
85,0.137897889584737,0.278389796429502,0.316316620266723,1,0.780516704067512,1.19900160574932
86,0.380798587444717,0.233240156029607,0.80733286262806,1,-0.182862067357759,0.126525685662801
87,0.345357643352815,0.39372898124221,-0.0622297912624779,1,0.863431402876741,-0.17098535804785
88,0.268328596749241,0.447077965481046,0.766278638623383,-1,-0.672993685058045,0.607453383928251
89,0.401172562701623,0.455527156678082,-0.589230470861467,1,-0.334482502628778,-1.16177237344765
90,0.0792109581349387,0.425973871593204,-0.773129222745921,-1,-1.13818107309694,-0.983725875855676
91,0.0447827262186066,0.316104617293611,-0.160901048986349,-1,0.377351699112025,-0.208844040598045
92,0.441794143471625,0.282337541965404,0.250759102307565,-1,0.651246946310977,0.654360552223908
93,0.305877656355318,0.376288472415947,-0.879229741097643,1,-0.462462725573865,-0.184397702454189
94,0.325138101455676,0.444206812757545,-0.715898531638044,1,-0.671169779342941,-0.832927440059529
95,0.243915309166381,0.381647437166056,-0.821062486741333,-1,-0.971760366373198,-0.612157493943915
96,0.0407414965470038,0.42549406582598,-0.161895044106831,-1,0.409229895014863,-0.228159159997704
97,0.405443674570965,0.332754560852715,0.252698372793039,-1,0.789513402234554,0.803013879016192
98,0.354792249987653,0.427692278641849,0.176760653994211,1,1.01060235957104,0.627013201431258
99,0.417889481105935,0.524523317945715,0.281172293911716,1,0.828353160774631,1.00884893415538
100,0.32851195938893,0.410262152395099,0.332462721951405,1,0.743470554873158,1.27963322213788
101,0.400951087136412,0.325584417254538,0.314474470312329,1,0.798693186105808,1.21153045505684
102,0.19354830685953,0.527372304135263,0.739957198060497,1,-0.174248243248118,0.185605540168041
103,0.14491502283542,0.457125589183159,-0.768222524373624,1,-0.694457047171731,-0.619172454102749
104,0.352430000232795,0.405105247482884,-0.816603476225942,-1,-1.02678252012552,-0.667090201525809
105,0.27713162789966,0.435903995090596,-0.183648491222994,-1,0.433574737817211,-0.282177442109224
106,0.293886715282619,0.340812459492236,0.279054951974162,-1,0.656667564146456,0.788993516843899
107,0.365715569246419,0.452326913889918,-0.929235483606555,1,-0.417452967006332,-0.0943650950525589
108,0.139093962717807,0.527729660880501,-0.131647052858754,1,0.577284357478643,-0.253367691280428
109,0.381606285896297,0.461786284253961,0.8007507245004,-1,-0.66364722633053,0.47978061855282
110,0.222875500159747,0.52687941761785,-0.139464439192233,1,0.939297015197718,-0.440070825008157
111,0.302860079781237,0.509617695488398,0.423597564243969,-1,0.290759679124027,1.18801773629634
112,0.179278084132389,0.459162427388271,0.188747210115215,1,1.12513149655517,0.758182361490623
113,0.389095441788848,0.381785547142046,0.822560351445067,1,-0.429027140864737,0.267452642267143
114,0.33202337157829,0.506151954602222,-0.0778853340605894,1,0.824959125117112,-0.205981516581031
115,0.426103604459002,0.506336374324829,0.780531723216481,-1,-0.659302587330928,0.543570023738119
116,0.357037630377612,0.558035277265837,-0.589231724866178,1,-0.337347569079375,-1.17170636918433
117,0.354377371546607,0.599706280817386,0.167091088493655,-1,0.325626116886034,0.188579675241437
118,0.221080433823498,0.504891265217581,0.29022854403717,-1,0.686615494048418,0.886492910473308
119,0.331405208147118,0.50460104392632,0.17707342602099,1,1.04557139818936,0.650132950293323
120,0.474257239560774,0.489766059995439,0.302390058024439,1,0.732109900418484,1.02374027912937
121,0.0689858619838197,0.585312797733144,0.343511219660884,1,0.651206750188954,1.21612688237196
122,0.355998940988428,0.443275675091285,0.690487096430287,1,-0.156305213944702,0.229240766903866
123,0.147161506102288,0.553348019348573,-0.112433917831691,1,0.756092471107054,-0.278758921992463
124,0.413368726943334,0.484589269100622,0.411269478067208,-1,0.380886349692465,1.33080710668411
125,0.211111002640308,0.636300389237938,0.237900876749271,1,0.991750727274652,0.919083915446647
126,0.227123471175258,0.574474945940881,0.283794650789203,1,0.801350063821235,0.992522610089592
127,0.381835123458541,0.54750011058132,0.327992525538434,1,0.733461599874273,1.22255261147339
128,0.113923472287223,0.536620605624106,0.329702981452179,1,0.66727083773898,1.12589428770847
129,0.289200224149719,0.461319764357008,0.693434314506649,1,-0.183878204808243,0.26438705074074
130,0.0497833352416847,0.566667117848027,-0.738265842247483,1,-0.686383320270208,-0.738950562663022
131,0.491124186212453,0.427851689396677,-0.839841458387241,-1,-1.05699812072363,-0.581775397282976
132,0.315838450997924,0.602539922783668,-0.140103127370832,-1,0.483589122532067,-0.227751164975675
133,0.238199029944274,0.512901888150933,0.29451702946441,-1,0.62239729050866,0.826341086827347
134,0.064352900433583,0.538787502702723,0.172583338232102,1,1.08141040324788,0.651447831397136
135,0.00031795181171107,0.427621009891412,0.844476788315199,1,-0.430961282898349,0.229090011076649
136,0.196998616895713,0.339496646949429,-0.0671209010112646,1,0.842098817210574,-0.180249995118493
137,0.250300084726078,0.398897822848987,0.405983343409008,-1,0.385429550252546,1.26676973367734
138,0.406971719632365,0.35843078579688,0.225147531042277,1,1.02153248709376,0.873290322422853
139,0.030211568061249,0.467131331991048,0.300914942486423,1,0.746484282600784,1.03368266127636
140,0.00839091359624283,0.350777525213256,0.318363370865593,1,0.795805280007789,1.23985145985913
141,0.281088475054104,0.289014366213575,0.323955764415747,1,0.750383753465891,1.21554598668751
142,0.334246807627585,0.381802113783873,0.722995593619945,1,-0.20083658364509,0.238170138574764
143,0.446701946149267,0.411565158122053,-0.739993376418346,1,-0.657007456287707,-0.699671054579101
144,0.0960877576132993,0.348151820744334,0.10932234858826,-1,0.433253875631023,0.154939881244187
145,0.180405634002836,0.270168274594916,0.273125820421893,-1,0.732459286096352,0.84744470519492
146,0.472923416098261,0.283198776171216,0.197491724230872,1,0.995854348640976,0.711608914696218
147,0.173305721358907,0.4129159654729,0.291080147729686,1,0.801084543891415,1.04002018831123
148,0.448435448992331,0.403441241221829,0.726080974853976,1,-0.184221852627678,0.214218683243688
149,0.23944982403817,0.314340160167605,-0.734357664863386,1,-0.668145126816608,-0.737265233963101
150,0.104802563076211,0.251781185167141,-0.842190641357412,-1,-1.04139728976754,-0.5632149490828
151,0.465269587546268,0.262102089998746,-0.709203447025013,-1,-0.761308808249389,-0.986561323274537
152,0.208042907623043,0.45566699968226,-0.686762205967718,-1,-0.766770578653868,-1.15333133187987
153,0.290121181231323,0.453866987561391,-0.685590065252345,-1,-0.792496583992832,-1.20160066943365
154,0.331079592580346,0.356395635235192,-0.670511024019771,-1,-0.741120677102046,-1.24858734992865
155,0.455893109360937,0.358237164085523,-0.683945839408079,-1,-0.751243061625694,-1.15195396044068
156,0.242182322969192,0.594496895976551,-0.676936804616021,-1,-0.731691583921238,-1.17786454885187
157,0.199505712823202,0.456140780034562,-0.315932434905285,-1,0.148799757997253,-0.227978535713946
158,0.113533157538293,0.460135378885183,0.909152612782066,-1,-0.850865828103461,0.249657600314506
159,0.034649259233932,0.369998437355694,-0.584333319515075,1,-0.334408032240072,-1.23252649646835
160,0.496604060409665,0.290794412720561,-0.776769087066308,-1,-1.08968574562002,-0.920255002513637
161,0.253811508287116,0.592820257467765,-0.142305452492331,-1,0.449311342457255,-0.215418396390599
162,0.049619340953416,0.487132757955686,0.922766807614658,-1,-0.808147227684613,0.20002577733477
163,0.111049126722273,0.375390055255298,-0.585677293945338,1,-0.374811875684202,-1.35871602844013
164,0.487178165871939,0.349254746364006,-0.765430893061447,-1,-0.993190365793659,-0.901279061261902
165,0.00551295591764672,0.61361868129313,-0.710309236276384,-1,-0.795698502444432,-1.02375311841735
166,0.245449353745457,0.426907126380809,-0.293594325162028,-1,0.172398297371398,-0.22751348778851
167,0.493840866037789,0.395918237813749,0.910662727374512,-1,-0.843615793446781,0.243189516418901
168,0.466018505091275,0.389225616209185,-0.194936073765589,1,0.69941598662854,-0.491347972836302
169,0.336842345359553,0.324498008882539,0.870924337460002,-1,-0.922467313358445,0.396010860912375
170,0.375252038610019,0.517149104012603,-0.149940327099052,1,0.946886465442671,-0.482239177723504
171,0.299202138137413,0.513641991279157,0.416193288391975,-1,0.324350661437917,1.20333209146672
172,0.281913836810132,0.389176608411417,-0.839982428268682,1,-0.282061993400388,-0.155085170369624
173,0.425186109036515,0.347283809742965,-0.716109548995632,1,-0.705533763192462,-0.874386358160491
174,0.0520039989033603,0.588984564928677,0.0176117797829076,-1,0.46563792199893,0.0257896202540404
175,0.243845492315535,0.409835525682385,0.844470542567671,-1,-0.563215787641555,0.299407915878839
176,0.142252272977719,0.400896574092841,-0.586186609696147,1,-0.357567946335967,-1.28816183198127
177,0.38042669185846,0.411367866462103,-0.762018201000533,-1,-0.996466692163979,-0.923925336604613
178,0.466796803669238,0.577619948746385,-0.712864321458026,-1,-0.723946479564874,-0.916163002667087
179,0.287897951936991,0.6385413604121,-0.688476137622605,-1,-0.845983737319123,-1.25773736873539
180,0.410101189977965,0.606688091326084,-0.255588761137721,-1,0.22693667440733,-0.235048870459288
181,0.0881120372769632,0.614215491025959,0.249596314214611,-1,0.709735871309568,0.707937953296421
182,0.147044274656343,0.474605880102586,-0.91220156156182,1,-0.367452555821866,-0.104004353154388
183,0.0894159854209469,0.456477057284271,-0.727748674271896,1,-0.694783435843983,-0.799404520616685
184,0.399037750304411,0.362128137732602,-0.801940524494901,-1,-0.945599834559371,-0.67824955412858
185,0.490641702127974,0.444263510029025,-0.143900057898253,-1,0.500431842794895,-0.243018346750174
186,0.282347959081969,0.448744149631147,0.940815352782337,-1,-0.809989025136562,0.152364423173888
187,0.392886097668718,0.508705815069371,-0.205731351001363,1,0.723121753171462,-0.545537726915282
188,0.422891633003951,0.658242350002278,0.410310007528631,-1,0.346069444425177,1.19552357385444
189,0.211566249132445,0.651655250997018,0.217139668941784,1,1.05270073334726,0.855053445939657
190,0.331641038283383,0.595910511807204,0.793898840042154,1,-0.315067732745453,0.238268371459795
191,0.0358449996387238,0.477987625999273,-0.103468288903381,1,0.813645340810524,-0.274205999957517
192,0.0106360684722941,0.372680763452103,0.819691527813344,-1,-0.691881087632388,0.440022204066604
193,0.274219781092784,0.305968572063178,-0.13015434889556,1,0.992350285946372,-0.429999736651936
194,0.332604321049713,0.429761240719431,0.875533724624174,-1,-0.914556194084441,0.377026243317554
195,0.0881867499104667,0.578873549579902,-0.582462947057087,1,-0.317497756874074,-1.19801156614941
196,0.252767439595144,0.45655523373028,-0.786131152785163,-1,-1.09936390773761,-0.87436052822905
197,0.399958560212459,0.500898179703051,-0.112285741242012,-1,0.476763844012063,-0.175522964988844
198,0.381595490867397,0.629917305181815,0.269403894182108,-1,0.655582929544731,0.740811518637733
199,0.0892522203216214,0.56756016636886,0.189216356815156,1,1.05266108554434,0.711605608708443
200,0.268760374392345,0.45417709826102,0.281588787563555,1,0.833112749410222,1.01735693520989
201,0.271155600625142,0.359124399466065,0.782502832981483,1,-0.279544398883171,0.227580784340842
202,0.365142186171245,0.295658842658594,-0.722591211612594,1,-0.611094092147754,-0.726561446822128
203,0.0144795250297165,0.406575088883384,-0.826421981466789,-1,-0.963903237897771,-0.584773741352463
204,0.34930114041194,0.324316752926349,-0.194475024392929,-1,0.403612054568267,-0.282669992886056
205,0.271706774476292,0.317666297494702,0.270326406388839,-1,0.637330447683915,0.724405609829364
206,0.23270138182896,0.366813818946423,-0.946532501033078,1,-0.487486684120154,-0.0826635666422072
207,0.278717489331828,0.427097891607301,-0.732534564449618,1,-0.775857580062679,-0.8660377175699
208,0.088239123296261,0.476264858955842,-0.819230344068185,-1,-1.01046639264626,-0.64469399827986
209,0.23673645321062,0.349832747283657,-0.209430173558239,-1,0.361289315789521,-0.279210242879035
210,0.168262971219625,0.366463037230108,0.912644170801218,-1,-0.757709106185845,0.213325633046977
211,0.162014256375488,0.345986099120438,-0.227504487295661,1,0.726167752760061,-0.630154222620045
212,0.294866964667181,0.35613711895814,0.863963726994565,-1,-0.835145222912662,0.38036049938606
213,0.288742757677326,0.279792393874643,-0.102225117294514,1,0.887620237302275,-0.295280919379772
214,0.449760403174365,0.385732697448636,0.874249778765762,-1,-0.992137674326975,0.413699120494768
215,0.159184767511644,0.469840646329704,-0.163544625041271,1,0.830244350291057,-0.468545007785038
216,0.0314555902579746,0.386348589613784,0.43372928550951,-1,0.269305392256356,1.27477749001998
217,0.482291201791993,0.303301876090227,0.232380805901381,1,1.06055773664219,0.94919925025552
218,0.0757355495974124,0.311235592465441,0.298276658539704,1,0.746226942908187,1.01548587932223
219,0.389259180977941,0.275581729428316,0.323034400367083,1,0.775744452471286,1.24852810840285
220,0.186070734473048,0.328878383490449,0.748927961811181,1,-0.202004140638567,0.203369406327941
221,0.17501339621659,0.300496385122103,-0.0824769186781535,1,0.781343053183964,-0.207108717924794
222,0.32786764079381,0.318601919692552,0.779232315529687,-1,-0.673314723044682,0.559755063686891
223,0.472112883223299,0.391106785233788,-0.151846757708519,1,0.92853721521274,-0.47991927959632
224,0.236690124671734,0.603717575892331,0.869076195646418,-1,-0.938432999816383,0.409333850417206
225,0.0684218745529572,0.448990478194693,-0.134331551083685,1,0.967183771332845,-0.43425737800265
226,0.12811205825737,0.32027619433856,0.410264874755187,-1,0.357996530023241,1.23607039822123
227,0.183259682107854,0.346448572013918,-0.815922431184244,1,-0.198022194864742,-0.129256369827765
228,0.0771119418830072,0.287899512006066,-0.700858565591504,1,-0.692395074489094,-0.947614492250395
229,0.330200983848075,0.283533216759942,-0.813263677322152,-1,-1.00049043804759,-0.66503988662468
230,0.118789558758154,0.328681630565151,-0.184921957523888,-1,0.418934783328173,-0.275041707468673
231,0.0050253009380205,0.289440780069132,0.947109412759357,-1,-0.769047298271157,0.128974581859868
232,0.182083245102744,0.241673603639155,-0.604409320021848,1,-0.415902160981128,-1.22214661244258
233,0.36875659667254,0.344245445844338,-0.780128625078273,-1,-1.08701170099167,-0.898514672411758
234,0.0236248711816786,0.394350492093673,-0.724468025944279,-1,-0.776813152461844,-0.91261537623435
235,0.352737191680041,0.285512548907788,-0.267522816035433,-1,0.211512083248406,-0.23618238826907
236,0.415074055650578,0.298007990067117,0.283062210962906,-1,0.66572897247808,0.820676562963277
237,0.331099573844128,0.349690072133069,0.178828398098959,1,0.94153176166707,0.592664341716058
238,0.383719900028739,0.297459650039597,0.827622717466109,1,-0.41561846487604,0.250004407512843
239,0.202616013490983,0.425588505147143,-0.0956949261592177,1,0.849783814808644,-0.263459815021581
240,0.476858104653402,0.333036648507294,0.799893727887541,-1,-0.697495159946956,0.507115774228849
241,0.251970899126848,0.257773945169754,-0.591139301193632,1,-0.346345590441954,-1.17639670581073
242,0.352466012789449,0.287747896080239,0.12947475693847,-1,0.31965939878164,0.137703175156498
243,0.493506544256082,0.428381507781134,0.87436680577674,-1,-0.536061247286274,0.223294181706097
244,0.0281780917365737,0.317918595772555,-0.224101757669916,1,0.635541140193945,-0.53970918882293
245,0.138345144181233,0.262441181327399,0.411623065508337,-1,0.335240536035673,1.17625950704845
246,0.340175832867576,0.307619846458828,-0.782227512816605,1,-0.288418146987745,-0.235220118483994
247,0.337383659162981,0.411493884159938,-0.714558146283058,1,-0.713453806894621,-0.893073681026804
248,0.22630436941556,0.486142056736888,0.0610938673103349,-1,0.43907925168509,0.0853236759668226
249,0.425385282829805,0.400137840405758,0.273506132434493,-1,0.727924301020446,0.844234534975094
250,0.421724222133025,0.59419192146002,-0.934038273715442,1,-0.383099885986492,-0.080544051545742
251,0.102353326034311,0.549176251453543,-0.731444668342064,1,-0.769342740200435,-0.864704794251333
252,0.111858015990844,0.42994476703483,0.11333545958063,-1,0.391795578400635,0.14571044858843
253,0.471985874514498,0.401805989061558,0.255778829395233,-1,0.789286517001437,0.818478256320564
254,0.270456107843118,0.324084459797624,-0.930697468263797,1,-0.455606200790864,-0.100792377007077
255,0.0456256037706882,0.32087338795673,-0.71459371379821,1,-0.71525544953171,-0.895123784380122
256,0.0451443769344977,0.287335158251742,-0.81692468815485,-1,-0.946611898804163,-0.613646603604114
257,0.0426478101917881,0.269461895260532,-0.130507133516545,-1,0.446793651641721,-0.194190596826846
258,0.240983884659048,0.250058902473034,0.921577975983737,-1,-0.715586653770742,0.179954922176118
259,0.199871779362305,0.376633821002086,-0.590920819302518,1,-0.379183564016379,-1.29120462651757
260,0.489595410427319,0.411053892546255,0.177471491189449,-1,0.157815158631382,0.0984028353759547
261,0.0798998462627254,0.372893307657437,0.862170324967319,-1,-0.603228169157291,0.278849902975331
262,0.322709633586417,0.289489091607036,-0.222836596973985,1,0.615072332815494,-0.518133277983674
263,0.219318807217208,0.463137419902295,0.835075878167225,-1,-0.899171845245193,0.512594525770335
264,0.224671693440591,0.405838757419922,-0.570056580638177,1,-0.26749619924863,-1.19571079859863
265,0.23366282775344,0.307069556743047,0.220659069059858,-1,0.243622155102734,0.202392878115817
266,0.200746797711939,0.260651767671269,0.84816395661894,-1,-0.523416992592962,0.270508465229862
267,0.179121633567042,0.235430402082508,-0.605222868109166,1,-0.429174996812848,-1.2506594946315
268,0.332908431169718,0.275073851369462,-0.786113126369023,-1,-1.03089874510957,-0.820003232028728
269,0.110618887413827,0.329055689008758,-0.172663136102476,-1,0.447475987200839,-0.269715012838983
270,0.245736870862116,0.335066245092728,0.930137878328334,-1,-0.787218753043285,0.175606246794858
271,0.297338057342859,0.284816801163725,-0.576955556260821,1,-0.33231524972357,-1.34766415353998
272,0.0232872281948049,0.374741865016488,-0.775599392320213,-1,-0.991235434427613,-0.843372119896262
273,0.247820773181108,0.281370377878487,-0.703188326673424,-1,-0.749929293389098,-1.01074227233753
274,0.180889649328445,0.311387859686812,-0.291691261554743,-1,0.182091898699988,-0.237344752070176
275,0.118304012216293,0.303442245510624,0.268064923252634,-1,0.63800581857695,0.714867474201563
276,0.368964328391921,0.272036751835993,0.16600006567634,1,1.0177589284514,0.584764979932948
277,0.335405144887127,0.321583723026878,0.816049977361871,1,-0.382914466001583,0.249723607085044
278,0.348726224020529,0.413625696747262,-0.0661577351705135,1,0.782499740771876,-0.165018268318287
279,0.182900377146846,0.348692407360348,0.7864726604613,-1,-0.70334773100818,0.558164859990928
280,0.100736514529549,0.328631869046834,-0.595296333020948,1,-0.356124012289271,-1.1537761849517
281,0.0923818074982305,0.296762538608598,-0.779397954032176,-1,-1.05727365032133,-0.878026381322281
282,0.482440771531468,0.240513410160226,-0.157742050792589,-1,0.423820676234277,-0.229097511891264
283,0.454941592057444,0.38898889497635,0.269941099788463,-1,0.650511384002276,0.737585147676828
284,0.100942769230024,0.402875406987543,0.176258656055234,1,0.965454160300513,0.596895034511379
285,0.289422135844907,0.305595491125413,0.817322161923561,1,-0.377482160173059,0.244036075473107
286,0.0923665681932908,0.402576563562811,-0.0902390932007506,1,0.793353320177745,-0.231136800419944
287,0.225316067153793,0.336684659757537,0.40355388527174,-1,0.418107467731069,1.3374293043438
288,0.411314496006669,0.377195553942335,-0.829955228326298,1,-0.25271933127902,-0.149505778264479
289,0.172226472870239,0.390664095445567,-0.746717703887336,1,-0.809796835821466,-0.826672108233769
290,0.224569124285457,0.311013232723919,-0.835490454919746,-1,-1.0047584985143,-0.571054108264668
291,0.171223689675307,0.278117532900889,-0.70511134931072,-1,-0.730318113930474,-0.97198407104082
292,0.361667894455981,0.355099100315791,-0.224049263753656,-1,0.227471985544748,-0.193107391507631
293,0.0515768296296182,0.51634535299511,0.927463382298587,-1,-0.788066960647314,0.182759644202644
294,0.126918320096488,0.357621655014661,-0.584124090361094,1,-0.348110448845322,-1.28637470516472
295,0.310438746307678,0.327310613490206,-0.772656151873633,-1,-1.05969626372254,-0.918646665493198
296,0.386101019108263,0.300981627963666,-0.211533759571146,-1,0.342725728460727,-0.268500291020552
297,0.280374340920774,0.374226424167135,0.271231525993032,-1,0.669304484798584,0.765124175390687
298,0.342188378130118,0.452397956384643,-0.920377062710508,1,-0.385098914648443,-0.0983904907418218
299,0.404386936553493,0.406994507799096,-0.727886865515985,1,-0.75729003980337,-0.870559795448069
300,0.466351277209556,0.433206769942965,0.0607745966011998,-1,0.480921658116534,0.0929541722608762
